Id,Name,Type,Address
50f99b68-c82c-4b10-81dc-055292f024a7,할리스 홍대10호점,할리스,서울 사구 16길 40
9e4ffa94-1394-465f-95b5-49237eec3a5e,커피빈 홍대4호점,커피빈,부산 오구 25길 55
2d6cbaf7-794f-43da-ae50-479d558b6ed8,이디야 홍대5호점,이디야,부산 오구 1길 66
51e9d6e8-9c0d-471a-8eff-bb4daa41cce1,할리스 홍대2호점,할리스,대구 사구 44길 24
93b56178-41ff-4442-9f9f-ffcb535ec0c6,커피빈 홍대1호점,커피빈,인천 일구 63길 32
9cb1f165-4b1b-4726-9c74-ef257ca73d09,투썸플레이스 홍대9호점,투썸플레이스,부산 삼구 64길 18
c40b79b7-bcb9-4014-9e9b-b622ac387aaa,할리스 홍대2호점,할리스,서울 삼구 90길 24
50a128c0-6d96-4a51-a71b-287b97bce55d,투썸플레이스 홍대7호점,투썸플레이스,부산 이구 81길 48
6939f4ff-9f39-4b75-b1f5-a002e5147e2a,투썸플레이스 홍대6호점,투썸플레이스,대구 이구 46길 34
ed704cd3-5f62-432c-b1f1-cac5eadafe17,커피빈 홍대8호점,커피빈,인천 일구 1길 24
58b947d8-8519-4847-acbb-239f47099c98,스타벅스 홍대9호점,스타벅스,광주 일구 1길 9
092bb005-0eee-46e0-afaa-49d5afa34d72,투썸플레이스 홍대5호점,투썸플레이스,광주 일구 99길 21
61328eef-a60e-47d2-bc3c-00efcfc6fdcd,커피빈 홍대8호점,커피빈,서울 삼구 15길 19
e06d1d0d-2602-4939-8353-37165ef65e99,할리스 홍대5호점,할리스,대구 사구 5길 9
e7434a0b-e1e3-4fbb-8088-e10b62a0c25f,커피빈 홍대2호점,커피빈,대구 일구 12길 62
07b94aee-de9a-43d6-8429-234363d520ec,이디야 홍대2호점,이디야,인천 일구 45길 38
8dc7ca6e-de93-4287-86bb-85c7a65fb777,스타벅스 홍대4호점,스타벅스,광주 이구 83길 51
f7a9e679-64fb-4279-9b50-bc261b8f9e86,할리스 홍대7호점,할리스,서울 이구 40길 85
83e83af4-139f-49a7-9e65-608732a7c693,커피빈 홍대6호점,커피빈,인천 삼구 38길 1
d0975b76-d40c-499e-b77b-e4d7e3e7400c,이디야 홍대5호점,이디야,광주 오구 75길 80
6d28c803-f7db-43d0-81c3-40982766a466,커피빈 홍대7호점,커피빈,서울 오구 4길 80
da5582ea-fb08-47f9-8b21-81b9903d89da,할리스 홍대9호점,할리스,서울 일구 13길 76
aafb8d7e-93d1-492b-8c06-ef9c4f8a6e20,투썸플레이스 홍대9호점,투썸플레이스,인천 일구 39길 97
7f1a0547-a9c3-4c76-851c-9222fe2ed515,이디야 홍대8호점,이디야,부산 이구 83길 63
d280cef1-4643-4fe0-8590-aab57ad4c3cf,스타벅스 홍대1호점,스타벅스,대구 이구 56길 41
5e174b10-abb7-489b-ad52-5699c17419f5,이디야 홍대4호점,이디야,대구 일구 73길 36
791e472f-3e7c-4540-9cb6-885579ae0e33,할리스 홍대3호점,할리스,인천 일구 7길 74
ea3c47a5-c8ef-4dbf-b242-82c40900afd6,투썸플레이스 홍대7호점,투썸플레이스,대구 오구 64길 42
f61e9ca6-00ff-4ffd-b035-0d5b86eed28f,할리스 홍대1호점,할리스,부산 일구 12길 55
5be61fd8-1514-462c-a1c7-25da6672d509,투썸플레이스 홍대9호점,투썸플레이스,대구 일구 3길 66
c89cc48e-f657-4e71-b8ad-f34644123534,투썸플레이스 홍대5호점,투썸플레이스,인천 삼구 90길 1
02fbf88d-5fdb-41fb-8c89-b6a2b78903b7,스타벅스 홍대1호점,스타벅스,광주 사구 100길 76
999e77f8-d808-4616-934e-585f7c7ff248,스타벅스 홍대3호점,스타벅스,대구 삼구 8길 46
b13e42eb-23f7-4a99-ad9b-d2426b9ab171,스타벅스 홍대3호점,스타벅스,인천 일구 30길 29
50a760ac-87a8-449a-9fa1-ac828aee1ced,이디야 홍대8호점,이디야,대구 사구 80길 93
77a8f404-bd43-45e6-9e6e-0f83d66c190c,커피빈 홍대4호점,커피빈,서울 오구 91길 68
2e6abb24-ac29-40d3-8bd5-f12c67a71f15,할리스 홍대7호점,할리스,부산 오구 76길 22
d7011329-8db7-4ef4-8aa8-dc6d0392ab9a,이디야 홍대7호점,이디야,부산 삼구 80길 6
1b3cc102-4df1-4825-ba44-4edb787f7aba,할리스 홍대10호점,할리스,인천 일구 63길 73
a3e78752-724b-4933-ab06-6963f43966fc,커피빈 홍대7호점,커피빈,대구 이구 56길 69
75ac9655-e94b-4feb-8e60-afebee982dd9,커피빈 홍대2호점,커피빈,대구 이구 69길 7
3fcbf0c2-e607-4f77-bbfa-c696625666d0,이디야 홍대9호점,이디야,광주 이구 43길 92
aac4dee2-f7a0-42db-8e45-22bdb12cd9cb,투썸플레이스 홍대10호점,투썸플레이스,광주 일구 58길 20
d985238c-00b9-460b-8618-77c5829c0740,할리스 홍대7호점,할리스,대구 사구 16길 57
7db0ce5b-fd6f-482c-8e5c-c68d5176af06,스타벅스 홍대3호점,스타벅스,대구 이구 62길 71
97d0798c-200b-4156-85d5-e9b7ebea3187,커피빈 홍대5호점,커피빈,부산 이구 24길 97
683adfce-e0e2-4969-bdcd-fcce30e6c132,스타벅스 홍대7호점,스타벅스,인천 삼구 6길 69
817987e4-5f13-47f8-81fc-c7f2fd144a08,투썸플레이스 홍대6호점,투썸플레이스,서울 사구 25길 85
ccfd4ad7-cf20-414d-84dc-e350314056b8,커피빈 홍대5호점,커피빈,대구 삼구 28길 69
cbcc65a8-4c39-49a7-931c-74edb578a7af,커피빈 홍대3호점,커피빈,광주 삼구 14길 42
ba5e0cd8-b2cc-48b1-a03c-fc3351bd8d2d,이디야 홍대7호점,이디야,부산 삼구 66길 16
77a1703c-880a-4232-a174-0be458a6c219,커피빈 홍대2호점,커피빈,광주 오구 18길 49
b60b14d8-261c-4c14-b549-7d09fdb1f280,투썸플레이스 홍대1호점,투썸플레이스,광주 삼구 9길 3
e0551dab-bc98-4261-b50e-23805bf17c7b,할리스 홍대9호점,할리스,부산 사구 19길 75
98977a17-3f44-4ddd-886d-37836ef196c6,이디야 홍대8호점,이디야,서울 이구 84길 87
92945d21-4716-4158-ae54-c659a7294674,이디야 홍대9호점,이디야,광주 이구 78길 95
e07c6278-8565-4cfc-9156-1fd5ed518dce,스타벅스 홍대5호점,스타벅스,광주 오구 83길 11
6ae65ac1-5384-45c3-a915-02a26a5c2597,투썸플레이스 홍대10호점,투썸플레이스,부산 삼구 69길 94
dc783528-ee56-4473-bd0f-11b71a221c1c,할리스 홍대1호점,할리스,대구 삼구 31길 4
15a051c2-9bf0-4d11-9a21-4b35c1596c41,이디야 홍대3호점,이디야,부산 사구 53길 20
23cf644d-14a2-499a-a1f9-3845f8ca2d0b,커피빈 홍대1호점,커피빈,부산 일구 34길 38
14d47fcb-7cba-4f5e-93b3-894a3ea66536,커피빈 홍대9호점,커피빈,인천 삼구 19길 7
f5999832-49a0-4b2d-8a0f-319fa86a1f71,투썸플레이스 홍대2호점,투썸플레이스,대구 오구 33길 73
1852f3e7-eba8-49bf-a246-b34796bee33b,할리스 홍대8호점,할리스,인천 일구 34길 92
e8567eba-6cbd-443f-b968-4de786c52843,이디야 홍대6호점,이디야,서울 사구 91길 49
b195ae1e-f4f7-4580-9804-f3e2e0d5ba6d,커피빈 홍대5호점,커피빈,인천 삼구 81길 71
3de4bd75-c1e3-4895-80c0-16448df08d29,투썸플레이스 홍대10호점,투썸플레이스,서울 삼구 63길 20
4eba922d-d843-405c-9cd6-b3e2fa4f9109,커피빈 홍대2호점,커피빈,인천 삼구 5길 37
e2b5fdc0-2c7c-46d6-bdc2-ecc67989167f,커피빈 홍대7호점,커피빈,대구 오구 23길 13
bc5d1cff-9eb0-41eb-8014-0b2b6ee828d1,스타벅스 홍대9호점,스타벅스,광주 이구 45길 74
92405459-1382-46f7-9d36-cf20d4f627aa,투썸플레이스 홍대8호점,투썸플레이스,대구 오구 6길 88
c5564c7f-bfb1-4c93-8611-cae08200bcae,투썸플레이스 홍대9호점,투썸플레이스,대구 사구 30길 22
5d92afce-79ee-4b23-aad8-4499020434cd,스타벅스 홍대3호점,스타벅스,인천 일구 65길 95
28b59be4-bd25-4e36-877a-f4682e9fdd1a,이디야 홍대4호점,이디야,대구 이구 61길 33
dc18a25f-36eb-42a7-b35d-cd4f0a675045,투썸플레이스 홍대1호점,투썸플레이스,대구 사구 54길 46
ebf5adc1-21a2-4606-b6d1-6a4aeb667042,투썸플레이스 홍대10호점,투썸플레이스,부산 이구 45길 82
ba14191b-7975-415a-b9ec-1807f82abd5c,이디야 홍대8호점,이디야,광주 삼구 31길 65
e375f490-bed1-4e5b-a160-2a0a88290660,커피빈 홍대8호점,커피빈,광주 이구 14길 31
12698485-e2ea-4be0-a64e-7ed3690d390f,커피빈 홍대5호점,커피빈,대구 삼구 19길 84
85a2bc9f-b892-4356-afe1-50644e1b04d6,이디야 홍대9호점,이디야,서울 오구 25길 69
afdceb0c-8ef5-420c-bf0d-da331b88bded,스타벅스 홍대3호점,스타벅스,대구 사구 99길 18
2cc3de92-651c-47eb-a7ff-ddc8921364fd,투썸플레이스 홍대2호점,투썸플레이스,광주 사구 45길 18
f4095bca-4c56-436f-94ac-afd0f8134b4a,투썸플레이스 홍대2호점,투썸플레이스,대구 이구 20길 56
6674b019-ff13-429d-b1a2-a53edf18da35,이디야 홍대9호점,이디야,인천 이구 48길 79
1c1b0505-fccf-4eff-9374-60272d307430,투썸플레이스 홍대9호점,투썸플레이스,광주 사구 12길 19
ba10a83e-c6f0-4faa-99b4-3efd0c019cdf,할리스 홍대10호점,할리스,광주 이구 14길 28
fb4f0b13-53cd-498f-b103-cd45f7a401a3,커피빈 홍대2호점,커피빈,광주 사구 26길 40
1826e6af-3d33-4bc9-bc9b-f357967e1f48,커피빈 홍대5호점,커피빈,광주 일구 38길 33
c7210314-67ea-4048-b8ec-2637e10c6cbd,스타벅스 홍대2호점,스타벅스,광주 이구 36길 97
716e790d-3a35-4a24-8b84-7caf3b6f9b9c,스타벅스 홍대8호점,스타벅스,부산 삼구 2길 98
3e0c0e9f-9f21-453b-904a-bffba79fe9ba,커피빈 홍대2호점,커피빈,서울 일구 3길 36
650a59f5-2859-4e48-bcfc-6887bbab304d,커피빈 홍대6호점,커피빈,대구 이구 14길 83
7dafd22c-1ebb-457d-8401-a6f209aed93d,이디야 홍대2호점,이디야,서울 삼구 98길 42
