Id,OrderAt,StoreId,UserId
71c02645-c791-4e62-8826-5c6a1d98ba43,2024-12-28 17:46:37,e1fac6d4-9b94-4b35-a05f-1dd7a66dd82b,1117cadc-9b71-461b-a990-bdcf14589b4b
4ff2fa27-c919-4bcf-8652-43cf9c44f11f,2024-06-11 09:31:14,3941692d-0eb6-48b8-96b8-0150fafc85df,0026806f-e10b-4b13-a379-34f6dfa6824c
6bceb0ff-9060-4a8b-8acb-ead4e56a6fe6,2024-03-02 17:08:52,8a312993-8a97-47c8-a2aa-6661d5cad87f,aeb820f1-8b3d-4ba6-8420-28b9a3f4c1f8
641b4652-3c99-49d0-900a-cc954e7346dd,2024-10-26 01:01:48,7698a2a3-f724-4ab5-b939-69c493bfcdae,0c64f270-a62d-4025-83be-a4501ed364cc
09903c12-f67e-4a5e-a2f7-491f3c30398c,2024-04-07 15:38:53,e1fac6d4-9b94-4b35-a05f-1dd7a66dd82b,0660c787-4e2a-44b6-ab90-5c1f089e6521
6ac2a3a7-70f5-47f9-99a8-64b71de2d3bb,2024-03-09 23:47:31,9c03871e-38f6-4ce3-aad6-651eb66cdeb1,12caed25-6d2c-4f8b-9e82-2830e7221f93
ce744da4-5ba4-402a-8fed-be5c942563ab,2024-09-30 10:06:18,e1fac6d4-9b94-4b35-a05f-1dd7a66dd82b,bc957d35-110b-4ce3-a967-fc06578d59a1
83903352-756c-4792-b622-1220325057c4,2024-07-08 19:44:35,44027799-8a3e-444e-afac-c74919d72207,aac15196-febf-4233-9ac5-b515fab9cce4
9017a06c-1d50-4ff1-bc66-54c869210e62,2024-10-03 23:52:45,6e53aa81-3709-4fbd-8b0d-27caf2d94c2a,264c58f5-1a5d-4d03-ba32-538a3dfe2366
35b266f5-850b-49fe-81cd-8f0ac94e81b2,2024-03-15 19:22:45,c4529d3a-88f7-40fe-b711-b893b0c951fc,2de02833-f3d9-493b-adb1-d2b56b88496f
591e70b0-aaa8-4655-a108-81cecdefca66,2024-07-08 04:14:45,128cf00b-ccef-447d-bc57-87b71c058378,48645042-07fc-4d46-be09-fa3662f6c065
ba00fdf7-e44d-43be-8efa-90bf3b477462,2024-04-13 07:58:27,73ce8b83-1959-4595-b6a5-f7f1c3a6cae5,c123420b-4a76-40dc-b60b-6afe2ad3c0c8
d97ee979-2836-42d4-a4bc-f4252e94fe2e,2024-01-12 04:28:15,c78f40c1-2213-4526-b87e-d526e95a4fa2,49e39b18-3537-4b8c-af4d-584f664a94ff
900a5c4a-9eeb-4cac-9286-d2723255f987,2024-05-25 14:45:54,aad58769-99a5-4094-85c0-32ff99b63708,e17bf311-e2de-41df-8413-3b6bc97ba1a5
841e348c-fed8-48ce-be73-ee87ae600455,2024-02-03 05:21:11,57f8c7fe-febf-4d06-b7ce-954c13024298,516b9548-6d75-4ec8-9ab3-366a72eb824f
47ef69b5-6c0e-4462-91a8-4b0e21976f9d,2024-01-18 09:56:31,ae3f4a31-7077-4a13-ba2b-35edfd3195d0,de6f4eab-344e-44d6-bf9e-573beaad1a6f
17dca376-2538-4886-9d40-0635d434f050,2024-11-29 01:18:54,4c7ef80b-f7d3-4c82-a7d3-64f6f77d89fd,c4e4db79-ecb9-4d80-8d67-dbff07aa3269
f694344d-805d-40df-b754-02f42f27e284,2024-12-31 21:13:34,f5e2cc38-119d-4ad2-857d-a1e8bc364699,318a9b61-6e34-4ffb-8bff-6fc5cf6794f2
79be210a-0579-4ff2-88d6-cdd82ecb5047,2024-09-26 05:55:11,0f5525d4-1217-483b-aae9-c1a06ad241d1,c4451c45-eab8-4952-b4bc-0f11569935bc
9d0f59c6-c4a5-46ec-b93b-3778401c442d,2024-02-09 04:43:22,bd87ed9a-6fdd-4c19-a975-4c7483e662c9,c3d42744-8846-408c-a282-38843c5fbc45
e23e2f07-f1d5-42ee-94c2-76b74865412f,2024-12-15 20:55:19,c5c9790d-5fd1-4a1f-98c3-673ab5522289,87015775-da91-44a8-9b82-26d2357464af
4dd9ee44-aa79-40c0-93de-7e409db2e01c,2024-06-22 06:06:56,d706c3dc-bd01-4005-8d74-32371f4a25a1,cc8e2855-0d9b-4be7-bbe2-d91b6bf8aff1
689eac3b-295b-470d-ba97-60da6b8be69b,2024-01-31 23:45:15,46c6a7ed-0afe-4c93-b151-b641ac2fda94,aa2f1c30-ddbf-4059-bece-7b9d2929b02c
08c0e877-732c-4fe0-a166-99ba8c3f0fc1,2024-04-20 15:28:28,1004d3f6-2a8c-4aeb-ad21-a415f8d4a693,65b17236-f26e-4df9-9037-7248021c08fd
a69c6703-efb9-4d44-ae1d-fc00062cf672,2024-06-21 04:19:56,bbd400f8-5abe-44bb-917c-ca14854c8d00,886ad78e-44a4-4e38-bb5b-54c04aace7c2
2f092533-ad44-403b-80a8-5b7ab0e24d24,2024-04-14 09:25:56,57a61083-7ccd-4319-ad45-dccc63f8f4af,c758ff86-9f6e-42a7-8f9e-8a78220d9a70
6d108f59-a19d-4766-a79b-9eaff64470f4,2024-05-18 15:12:40,6f19dd96-d3fe-40f3-bef9-0a2eb2c5963a,fea2ce04-2d02-423e-87f9-86a25e1a35ce
d50f75dc-fa46-4adf-9a70-9be2ac9d5695,2024-02-23 01:50:35,28ff303d-3ae5-4689-bc03-55e09b8343ee,c754e1c1-6c8e-43f5-a419-d7d59bc892f2
db7d6454-0ac8-45c4-b531-5653dfa300b3,2024-11-15 08:05:55,28ff303d-3ae5-4689-bc03-55e09b8343ee,6f78e28e-5f97-46ae-b5f9-eae04ff51491
21beb0be-83e0-4b03-940a-2a2f0300ed53,2024-12-31 23:37:19,e190ebc1-ccf9-4823-8710-a8d4e52516bd,c218c522-5b1c-4b33-bf69-2ecfb4f3fe9a
7deb5741-21a8-4104-a244-d4518e3e2c4e,2024-06-28 06:19:07,7698a2a3-f724-4ab5-b939-69c493bfcdae,cbfeba1e-cb80-45a4-b3dc-143fa747e80b
a3196bb4-8ce1-4c91-b783-870689177e8d,2024-10-04 06:40:49,6f19dd96-d3fe-40f3-bef9-0a2eb2c5963a,2cc0edd4-049f-477a-bd9f-3da67b5affee
7626c45c-899a-4072-bafb-751ecf619e86,2024-05-29 12:46:09,90f3b0a7-76d1-47e4-9b54-29ca291aaa6b,afee288f-cd4b-4df8-b353-bea3f999cbd3
d4c57387-882e-48aa-b5be-38f3c2839642,2024-02-04 11:24:28,775aeab3-46cf-44d4-9428-f7aacdb29ae3,8061ddb3-46ab-4fb9-9311-a1ec4c7695e9
3eca17e0-cf02-490a-ba8b-f430dc82e50f,2024-10-19 06:23:50,e1cb3562-1446-4cea-ac94-77c704b0a103,beeddd90-ac90-4dd8-95c3-87f5b46f3307
631aac87-d8d9-4bf2-95e7-9dd390b187b6,2024-07-02 07:29:05,e5d233ee-7046-456f-b5ba-80d70fbf8d03,d0957f93-e0fa-45ab-9cb5-76b508a15d81
a3e1cc91-f265-4949-99b6-c2cc24b23a77,2024-06-24 14:20:51,ef316199-2e76-4cd7-940d-90da940b7f8d,f7adaba8-3e65-4c4d-8c52-0fb85a3129e0
d4772158-f057-48c5-bb90-005389ec7e2d,2024-02-27 04:56:01,7e3bc37c-2034-44f7-93fb-e9b1f8d76534,59364fab-7763-41d4-b4bb-80ba55ac0a4f
d1596ebc-0632-4fe1-81b7-3f6e5809e72f,2024-01-07 07:05:05,9863b466-d824-4856-95f6-6bc759b294f6,e55641bb-9d23-4592-a0c6-b6fb2f32bfba
2e026bc7-94b8-494d-804a-2e1975f15fbd,2024-06-27 06:17:06,d706c3dc-bd01-4005-8d74-32371f4a25a1,89194a66-44ac-4fb5-b775-cac02b535b65
17127cf3-0357-4978-bfc8-522bc8d47230,2024-05-03 18:21:28,128cf00b-ccef-447d-bc57-87b71c058378,f183c144-17df-4ce6-a974-a4fc9164f801
800302e2-1d3a-4cdd-8df8-5c75651266e1,2024-11-06 20:29:50,bbd400f8-5abe-44bb-917c-ca14854c8d00,fc2630bb-2a54-41a0-ab09-965c8b180774
927417a6-b055-46a0-959d-002e2f540cc0,2024-01-18 13:16:53,c78f40c1-2213-4526-b87e-d526e95a4fa2,12caed25-6d2c-4f8b-9e82-2830e7221f93
817fd4f4-bcf3-4819-bc1c-811d0f338243,2024-11-28 15:59:07,ec622fd6-fe0f-4503-9b61-f1ca70a8dacb,08ff37d2-db4f-4540-8b02-7fb2e3409290
39e237c3-b80f-4052-92b5-601100985c04,2024-07-27 10:14:28,c4529d3a-88f7-40fe-b711-b893b0c951fc,1583185a-ed09-4e69-b719-b0c49c5d96d2
b10ff812-2f07-48d8-b2bd-eb57344fefbc,2024-12-15 10:56:08,b5396931-d6e5-408c-91ff-76e5b1fc14cb,836f2c5f-70ef-41b7-a71c-ac4535ce27c7
1e464067-20de-4c93-8441-2eeb5c74a6e5,2024-04-16 15:04:09,cc588385-5c31-42c0-891c-bece09f62938,03f1b882-984f-4c73-a7cf-77421d58a07c
87fbb0c0-27c7-4030-8630-87a807096039,2024-03-01 05:47:30,04cc5551-0acb-491c-8d18-195c8b83032f,0f78d1b9-14e6-4d9d-88d2-bcba1e34f638
fec4f623-3415-45db-845f-2af126258d67,2024-12-06 19:48:50,ff014646-0446-4966-a1d3-5cc0a7bd7328,e17bf311-e2de-41df-8413-3b6bc97ba1a5
b98664d9-4e7d-45a8-9275-65427e7633aa,2024-07-06 05:37:07,73ce8b83-1959-4595-b6a5-f7f1c3a6cae5,12add445-1c68-4f19-9842-9fc1155ee99c
556d911d-04c6-400f-94d2-ad365d3e0df2,2024-10-27 22:20:41,04bbe964-2a40-4551-8ca3-5510aeadf8a1,70ec1134-7511-4186-a150-e638f4b640f5
5a002a5d-fe72-40ed-a9b4-3d7aaf43eaf5,2024-06-27 15:24:40,3642dcb8-f136-46d0-9273-88c3d3209374,45e92fc8-0d32-47a0-a111-b7496b22100d
6bd3504b-5390-4926-a8e1-c6d8ddf6b729,2024-03-08 06:53:40,ca34b1ce-faf1-4357-8663-a64388f001d6,7df91075-06f7-4c7b-93b5-9998e9e41719
756e5bf6-1bbd-483d-85d0-d2f5764248b5,2024-07-14 01:23:23,86a1f356-d33f-404d-b6e1-f75bef02ec67,3f6647e0-d503-406b-bc39-eb3afa166f68
e93e20a5-ae4d-46a5-b429-197e1fd3f6e4,2024-12-20 11:58:09,def49025-25e2-40aa-80bf-7309691d08c7,ab5beced-2e57-4f94-af02-4e7158151c0b
a810f451-cd75-4668-895b-81e5296422a5,2024-02-07 16:58:41,8a312993-8a97-47c8-a2aa-6661d5cad87f,698fec35-e54a-4846-8b41-495220a52165
3a0ce04a-7dba-4a8c-b4b6-05ab2d830582,2024-06-06 09:39:01,d6634939-b96b-43ea-83bd-bee391ec0918,d59d7dd4-9ef8-4e16-881d-d314aaa6859d
49d07a4e-8187-4bdb-943d-9e67605febe5,2024-07-25 01:26:03,b9bad7b8-0f0e-471f-a03c-ede1626772a1,a28c7656-1cfa-42cc-a343-60c5765772f1
f168b782-ad7e-4429-8cbf-3cc5bbc024b0,2024-01-16 23:21:56,ae3f4a31-7077-4a13-ba2b-35edfd3195d0,e674048b-1db2-47c7-9a23-3b38a1068f1f
ebd42dc5-5be7-4fac-96a2-00b25908c203,2024-12-16 14:31:49,4310643e-b010-46a5-b8a8-5482831991a4,c62f587b-4076-4ccd-bc0f-ecb56b110c6c
25f09335-fc65-4b72-be8c-7ad804d037f3,2024-01-13 08:48:27,c78f40c1-2213-4526-b87e-d526e95a4fa2,e10d9f05-f877-4781-b48d-f09fc9d2932d
189b6d8b-8dfa-49bc-8925-e14c235e349c,2024-07-01 18:28:43,cc588385-5c31-42c0-891c-bece09f62938,fb71fd5c-c0be-44a5-9ef7-503602d82fb6
ec17b38e-9586-4e83-8f9b-3d67254e4afa,2024-10-16 11:21:23,24841546-bd1c-4a77-a8c3-1a184f964353,0a2611a2-a604-48ef-b643-4c6439474fcd
1c124591-4d6f-4236-91f4-9fc74e104eb3,2024-06-30 09:57:42,7698a2a3-f724-4ab5-b939-69c493bfcdae,7f1ee66b-1cfe-4ada-89c6-73eca8374d23
cbf0454e-e363-43bf-ac34-860ca90ade88,2024-03-20 06:04:31,ff7c943c-fa4e-4680-879c-f1b22b13ff7f,3f6d0d69-4f3c-4c61-aa7d-1220bd693b32
e3f76f98-098e-4b3d-be42-f710c4714f40,2024-09-09 09:15:04,e190ebc1-ccf9-4823-8710-a8d4e52516bd,0a05495e-5b2a-4f19-87f2-44b045020033
254bea60-41b7-480e-9cca-0e934e363233,2024-06-05 04:31:50,6fdaebc5-72fd-453c-9e49-c230451a0e82,af63ba32-f5c2-4c52-ba2f-11e73b3aa8b4
8d272da0-7f16-4662-ac54-e4c201dadf67,2024-06-05 01:56:18,c78f40c1-2213-4526-b87e-d526e95a4fa2,d1b62ba8-87e0-4aa0-a304-493d1f7c8c10
79e7e165-2105-462b-8b5b-4692f38ef102,2024-03-26 03:53:04,28011904-552f-4ef4-b2c4-1de106039a10,9bb99d6d-dd7d-4431-8fbb-a901cbed03ab
dd48be10-5b1d-4ece-821d-24aa1d2391e5,2024-04-11 14:00:22,c4529d3a-88f7-40fe-b711-b893b0c951fc,b18be6e7-cc2d-4583-b615-f492966a49cc
c30882ec-574e-49e0-849f-a11ed7a6edf2,2024-09-28 12:00:03,4c7ef80b-f7d3-4c82-a7d3-64f6f77d89fd,b525ff67-9fd5-4203-8b63-7d969f0b56b4
5abf2f1c-9ebb-4a33-b4e3-c18d61d36787,2024-05-08 12:57:31,128cf00b-ccef-447d-bc57-87b71c058378,f7d9b9cd-f97a-44f9-a61e-766fac5efbd9
abcc7875-638d-48d0-a7d4-0a24cf67e6b0,2024-01-03 23:01:11,31c87945-fb64-4411-8166-04c7d374971b,c754e1c1-6c8e-43f5-a419-d7d59bc892f2
eb78a04d-1142-4efc-8d43-bddb60be77e5,2024-12-08 11:36:58,0b580391-5f5c-41aa-8cd2-1b49633632b3,43cd30fd-8931-450b-85c5-b165347a3de7
57ca8247-5965-47b2-a3ec-e88f4e651e3e,2024-12-08 10:05:04,9b24d232-bc02-43af-997b-5b362a68e1c5,c5937ee7-fc86-4dc5-b1f7-9c37e7908e8e
d8bd523e-5bab-4071-8d99-f20a8322afad,2024-11-16 00:49:19,128cf00b-ccef-447d-bc57-87b71c058378,7188cf3e-bf68-4417-9212-a175b1670a73
b5e6aed6-8d9a-43dc-ab17-1e5eb2345630,2024-06-12 17:10:32,c4658f72-a9d3-4112-bbe2-2cc9e261f9d6,15d50ce2-e53e-4793-b7a4-1ec222ff142c
1f811043-0433-413d-a0c1-e94de25bc4d3,2024-08-17 01:45:38,9c03871e-38f6-4ce3-aad6-651eb66cdeb1,8e2f1c1d-25ff-4c25-9c6a-b7e5c3e82802
f087a40a-2f7d-4f0a-87fb-b069ea336bb4,2024-12-14 18:30:32,31c87945-fb64-4411-8166-04c7d374971b,c754e1c1-6c8e-43f5-a419-d7d59bc892f2
f04c8157-4f45-45c5-b6f6-1abf1244a1db,2024-06-23 23:34:17,4503445f-0e2d-42fd-b7ff-d8542fdad5e8,e9f9e532-cdce-445d-b209-222435f25a6a
05b48157-aa0f-4f04-a49c-8a48ad2d049e,2024-07-23 14:07:31,44027799-8a3e-444e-afac-c74919d72207,f52fb7d2-88f1-4c0f-826f-fa41665f4a1f
e54bf034-cf83-4e19-a6f2-98f946dd6157,2024-03-12 03:15:04,3941692d-0eb6-48b8-96b8-0150fafc85df,021ec274-2358-4d8c-aaa7-84749611b501
